DATE,TIME,VOLTAGE,CURRENT,AMBIENT,TARGET,HUMIDITY,SEASON,Power,Hour,TempDiff,TimePeriod,Anomaly
13-09-2022,1900-01-01 15:00:00,18.45699678107776,0.1926056324516433,37.740702459009846,58.88345963998878,88.75227653903062,rainy,3.554921538177426,15,21.142757180978933,Evening,1
21-09-2022,1900-01-01 17:00:00,18.65248141548131,1.1996406539117714,35.05943913852075,52.23069889914595,36.584425879119706,little sunny,22.376275002345164,17,17.171259760625198,Evening,1
23-09-2022,1900-01-01 11:00:00,20.579466476128847,2.8125942864782525,35.06347969765492,55.29258278895946,35.01389081685272,little sunny,57.88168982953073,11,20.229103091304538,Morning,1
12-09-2022,1900-01-01 14:00:00,17.72391552405465,0.0312652877136825,38.8955536075464,56.93212851998893,90.9711071780423,rainy,0.5541433182725725,14,18.03657491244253,Afternoon,1
15-09-2022,1900-01-01 11:00:00,18.6127053900346,0.1551137983943909,29.63064340576092,47.99523242811336,68.82719383033543,cloudy,2.8870874314440207,11,18.36458902235244,Morning,1
29-09-2022,1900-01-01 12:00:00,18.858437154512472,0.1386392836875906,28.92342338814545,47.54598896846175,24.80102893588312,sunny,2.6145202185690533,12,18.622565580316294,Afternoon,1
20-09-2022,1900-01-01 10:00:00,20.44442101023008,2.3531122961322715,34.64058900614175,54.18787050178815,32.84381765959425,little sunny,48.10801846647735,10,19.547281495646395,Morning,1
02-09-2022,1900-01-01 14:00:00,17.563264489004897,0.1468802609891247,35.30862003708114,55.69911538689263,65.49031191262979,cloudy,2.5796968719660662,14,20.390495349811488,Afternoon,1
17-09-2022,1900-01-01 10:00:00,20.652349540793136,2.364991020903824,32.75145507144335,46.11849231042148,35.421428635240154,little sunny,48.842621224542974,10,13.367037238978128,Morning,1
21-09-2022,1900-01-01 10:00:00,20.5763976060974,2.386481499185612,34.88511766541776,47.29061597699486,35.92669991786895,little sunny,49.10519220683855,10,12.405498311577098,Morning,1
29-09-2022,1900-01-01 13:00:00,18.001411725103445,0.1170942073499355,29.94795427106811,47.332780588771705,23.080302469889997,sunny,2.107861037130824,13,17.384826317703595,Afternoon,1
30-09-2022,1900-01-01 12:00:00,18.771383858957524,0.2965018754568955,28.355498647439013,47.30820379990534,23.53863741601042,sunny,5.565750519102203,12,18.95270515246633,Afternoon,-1
19-09-2022,1900-01-01 17:00:00,19.89815069877137,0.1621774734950465,36.0670223625684,47.08265114917474,24.8863299115612,sunny,3.227031807550436,17,11.015628786606335,Evening,1
27-09-2022,1900-01-01 17:00:00,20.04710330375907,0.01,35.724768499375465,47.55631583537052,19.43621287222394,sunny,0.2004710330375907,17,11.831547335995054,Evening,1
01-09-2022,1900-01-01 17:00:00,19.986166781861357,0.01,35.43204774279584,46.98257363705055,88.05465270329884,rainy,0.1998616678186135,17,11.550525894254712,Evening,1
23-09-2022,1900-01-01 13:00:00,19.97275315494762,1.959171889623486,29.321948283085923,47.64927689626328,32.26328769908852,little sunny,39.13005653956217,13,18.32732861317735,Afternoon,-1
09-09-2022,1900-01-01 12:00:00,18.017737315548235,0.01,37.1306754771344,48.51297035276741,81.13551144359155,rainy,0.1801773731554823,12,11.382294875633017,Afternoon,1
07-09-2022,1900-01-01 16:00:00,20.11165931559873,0.01,35.88090219751442,55.80839688657039,83.54167572882766,rainy,0.2011165931559873,16,19.92749468905596,Evening,1
08-09-2022,1900-01-01 12:00:00,17.84959215341841,0.1949074476576038,37.54557720424061,49.15138988976138,85.78188196464366,rainy,3.4790184483519755,12,11.605812685520776,Afternoon,1
18-09-2022,1900-01-01 16:00:00,20.53270460372436,1.2024690533528044,36.06666502503545,58.30490816022413,41.59870489524781,little sunny,24.689941867613204,16,22.23824313518868,Evening,1
17-09-2022,1900-01-01 14:00:00,19.703445431784665,0.5353368548086511,38.28878993158378,56.213850989207735,33.815289455723835,little sunny,10.547980506345487,14,17.925061057623957,Afternoon,1
01-09-2022,1900-01-01 17:00:00,19.76846813258544,0.0334923764288493,35.354046006495814,47.45724497330993,89.59794339648357,rainy,0.6620929761182637,17,12.10319896681412,Evening,1
27-09-2022,1900-01-01 10:00:00,19.196587016231675,0.2357605355690424,35.19999887097251,46.98076833040162,31.34892075408993,sunny,4.525797636044506,10,11.780769459429116,Morning,1
04-09-2022,1900-01-01 15:00:00,18.703166156996065,0.01,38.793667693336,58.08181483687876,85.49109936114209,rainy,0.1870316615699606,15,19.28814714354277,Evening,1
26-09-2022,1900-01-01 15:00:00,19.843036666724423,1.0609945229518385,35.342341599229854,54.76350510068404,38.52185868379712,sunny,21.05335322212712,15,19.42116350145419,Evening,1
19-09-2022,1900-01-01 10:00:00,19.27699235030363,0.1391154146219244,34.41958868224028,46.93124456822497,27.209271488273885,sunny,2.6817267834761545,10,12.511655885984688,Morning,1
22-09-2022,1900-01-01 12:00:00,20.561048312458844,2.9423427299006164,36.08064695918523,49.37439540804112,36.45388446374943,little sunny,60.497651021298616,12,13.293748448855888,Afternoon,1
04-09-2022,1900-01-01 14:00:00,17.587903667914162,0.01,38.57802239577442,56.47649796034055,81.62142749083249,rainy,0.1758790366791416,14,17.898475564566134,Afternoon,1
25-09-2022,1900-01-01 14:00:00,18.69855033876753,0.01,39.81363718101896,57.27292236087644,24.581646963858443,sunny,0.1869855033876753,14,17.45928517985748,Afternoon,1
11-09-2022,1900-01-01 12:00:00,17.8869276693462,0.181050665806885,34.318836800449375,53.49405724233206,72.72117760374178,cloudy,3.2384401637747238,12,19.175220441882686,Afternoon,1
20-09-2022,1900-01-01 11:00:00,20.52628476503853,2.771463179876429,35.29449538182745,55.28202437912718,36.8497894064924,little sunny,56.88784244596279,11,19.987528997299727,Morning,1
20-09-2022,1900-01-01 17:00:00,18.55948553557709,1.093506224401867,32.94401896229715,47.93995881592057,37.69705573080029,little sunny,20.294912954849963,17,14.99593985362342,Evening,1
15-09-2022,1900-01-01 10:00:00,18.242564388103027,0.1447289243109635,29.234612559250053,47.26507870413791,67.57324798982818,cloudy,2.6402267205636414,10,18.03046614488786,Morning,1
27-09-2022,1900-01-01 13:00:00,17.84978247108374,0.1165249096158199,39.61271761554552,51.90463565641811,22.90316257830761,sunny,2.079944289105081,13,12.291918040872588,Afternoon,1
13-09-2022,1900-01-01 17:00:00,19.977382270451997,0.01,35.23898844652108,47.948234845041725,86.46866736763224,rainy,0.1997738227045199,17,12.709246398520648,Evening,1
10-09-2022,1900-01-01 12:00:00,17.85973441908286,0.0203814748250752,34.68467218332608,54.092294784832646,75.51470822141395,cloudy,0.3640077274450663,12,19.407622601506567,Afternoon,1
25-09-2022,1900-01-01 10:00:00,19.220649078510043,0.2167973225747602,34.619923585196325,47.00905833262805,30.03949662935546,sunny,4.166985258370009,10,12.389134747431726,Morning,1
11-09-2022,1900-01-01 17:00:00,20.04855182330509,0.01,33.17826486880733,48.692192616974296,65.61634207211607,cloudy,0.2004855182330508,17,15.513927748166964,Evening,1
13-09-2022,1900-01-01 17:00:00,19.8192370546829,0.01,34.81481301015036,47.88923432897837,81.64807776982848,rainy,0.198192370546829,17,13.074421318828009,Evening,1
01-09-2022,1900-01-01 14:00:00,17.64718922334667,0.01,38.43054348207276,56.89272473137253,83.82501196661237,rainy,0.1764718922334666,14,18.46218124929977,Afternoon,1
27-09-2022,1900-01-01 11:00:00,19.458695107381565,0.1517619393796107,36.3124312203012,48.42127033996518,29.58587360215516,sunny,2.9530893072927684,11,12.108839119663983,Morning,1
30-09-2022,1900-01-01 14:00:00,18.745789528845997,0.01,33.662356739039566,53.17974136073257,22.46242530877439,sunny,0.1874578952884599,14,19.517384621693004,Afternoon,1
07-09-2022,1900-01-01 16:00:00,19.99429096543286,0.1438070511959994,35.800557162555464,55.08957023874434,85.85542028146861,rainy,2.8753200244937127,16,19.28901307618888,Evening,1
20-09-2022,1900-01-01 11:00:00,20.51098888051481,2.82061893234028,34.7066385640175,55.51237681761324,37.76950053424323,little sunny,57.85368355740104,11,20.80573825359573,Morning,1
05-09-2022,1900-01-01 10:00:00,18.38775409458216,0.1894496036195619,32.91488467584344,46.57485009146379,85.23257044774908,rainy,3.483552724672567,10,13.659965415620348,Morning,1
29-09-2022,1900-01-01 17:00:00,19.924795874366364,0.01,32.73968274158866,47.92761591781154,23.793602454118425,sunny,0.1992479587436636,17,15.187933176222884,Evening,1
24-09-2022,1900-01-01 13:00:00,18.10324653086172,0.01,39.41755190376571,51.588135485738,25.6894567792169,sunny,0.1810324653086172,13,12.170583581972288,Afternoon,1
15-09-2022,1900-01-01 11:00:00,18.50943455026897,0.2019429818648931,29.84768609689067,49.38807292638605,61.51554442146006,cloudy,3.7378504057143935,11,19.540386829495382,Morning,1
22-09-2022,1900-01-01 17:00:00,18.8784958702948,1.2104375098089677,35.43146820890135,52.71404037395324,35.27232697979149,little sunny,22.85123953017852,17,17.28257216505189,Evening,1
16-09-2022,1900-01-01 10:00:00,20.49750394602989,2.4292363506586274,33.12584960081673,46.70825847424247,35.1492547176554,little sunny,49.79328168346448,10,13.582408873425742,Morning,1
15-09-2022,1900-01-01 10:00:00,18.204005292676605,0.1481753438733151,29.27839285202074,47.51872428354943,62.67400861636541,cloudy,2.697384744114005,10,18.240331431528684,Morning,1
08-09-2022,1900-01-01 14:00:00,17.785993936990096,0.01,38.82632857770364,57.02875383642474,88.88212295454423,rainy,0.1778599393699009,14,18.2024252587211,Afternoon,1
04-09-2022,1900-01-01 12:00:00,17.962684666544824,0.2843033581532426,37.65723272163294,49.38413035222001,85.22486988339307,rainy,5.106851572146452,12,11.726897630587075,Afternoon,1
17-09-2022,1900-01-01 15:00:00,19.97977962884568,1.0822121733207124,39.09438535012935,60.401716277486926,32.80615455453234,little sunny,21.622360734601976,15,21.307330927357576,Evening,1
10-09-2022,1900-01-01 16:00:00,19.802767262021007,0.1318374851162433,33.073381630610406,53.96824716921836,64.16831606382513,cloudy,2.610747034167125,16,20.894865538607952,Evening,1
21-09-2022,1900-01-01 12:00:00,20.58828804953325,2.943810691851912,36.92771104304931,49.01153975602696,35.385697931333574,little sunny,60.608022487142925,12,12.083828712977647,Afternoon,1
05-09-2022,1900-01-01 10:00:00,18.301238017545817,0.159344015530009,33.22600255237683,46.30063644646686,85.4370749973791,rainy,2.916192754886213,10,13.074633894090027,Morning,1
13-09-2022,1900-01-01 13:00:00,18.052010182600505,0.01,38.368076101531805,51.405369915390594,87.96359947037593,rainy,0.180520101826005,13,13.037293813858788,Afternoon,1
09-09-2022,1900-01-01 14:00:00,17.456296362752905,0.01,39.304354437839976,56.85877275160327,84.53989357494804,rainy,0.174562963627529,14,17.554418313763293,Afternoon,1
24-09-2022,1900-01-01 11:00:00,19.49303628156804,0.11787400690121,36.806174973419616,47.28262155962816,26.281456087246163,sunny,2.297722293179089,11,10.476446586208546,Morning,1
11-09-2022,1900-01-01 17:00:00,19.824887521928776,0.1368543199435716,32.997268621988866,46.88574371640494,66.91663124361486,cloudy,2.7131214997713613,17,13.888475094416073,Evening,1
15-09-2022,1900-01-01 16:00:00,19.89035344691045,0.0216686762516784,33.52926058224024,54.40390086130344,68.75831280533806,cloudy,0.4309976293725597,16,20.874640279063197,Evening,1
30-09-2022,1900-01-01 11:00:00,19.47796165058597,0.0865895364819901,34.77573123485501,54.85788568297216,28.748939930604195,sunny,1.68658767093822,11,20.08215444811715,Morning,1
16-09-2022,1900-01-01 14:00:00,19.497690890575967,0.5714210134559757,39.32728493928451,57.20483375230908,37.19937251323809,little sunny,11.141390288744264,14,17.877548813024568,Afternoon,1
28-09-2022,1900-01-01 16:00:00,19.94169977045733,0.1816764330623897,37.35380514767339,54.711812515028015,22.446279491056572,sunny,3.622936883497765,16,17.358007367354624,Evening,1
19-09-2022,1900-01-01 10:00:00,19.529149842907312,0.226889028903658,35.10938975289502,47.25141846610113,24.14912578037465,sunny,4.430949843171266,10,12.142028713206107,Morning,1
27-09-2022,1900-01-01 15:00:00,18.49587644539171,0.01,38.84214067475652,60.86512759637834,27.98661451599971,sunny,0.1849587644539171,15,22.022986921621825,Evening,1
15-09-2022,1900-01-01 12:00:00,17.938148429576934,0.045197511540059,35.50842705490499,54.26713284621275,73.07428907761312,cloudy,0.8107596706530961,12,18.75870579130776,Afternoon,1
12-09-2022,1900-01-01 11:00:00,18.47684548759332,0.1976476027136483,35.310503279354435,48.186669858378096,83.56566611927289,rainy,3.6519042163333104,11,12.87616657902366,Morning,1
28-09-2022,1900-01-01 17:00:00,19.759797658950276,0.1538109308872431,35.855711273712416,47.07670287382836,27.248307980745103,sunny,3.039272872066709,17,11.220991600115944,Evening,1
04-09-2022,1900-01-01 16:00:00,19.693454379983088,0.01,35.29407516128159,54.56295985703474,84.31065797590453,rainy,0.1969345437998308,16,19.26888469575315,Evening,1
01-09-2022,1900-01-01 12:00:00,17.86587926388831,0.0538119246200858,37.2867430951053,49.64481523702533,87.0474322713564,rainy,0.9613973482199122,12,12.358072141920026,Afternoon,1
12-09-2022,1900-01-01 17:00:00,19.86718361732894,0.01,35.39775379464914,46.62491592772891,84.75754523250008,rainy,0.1986718361732894,17,11.227162133079766,Evening,1
14-09-2022,1900-01-01 16:00:00,19.771245128001688,0.01,33.08086537351257,54.15161867948961,69.05296555317501,cloudy,0.1977124512800168,16,21.07075330597704,Evening,1
28-09-2022,1900-01-01 15:00:00,18.49920702960937,0.01,39.05865265700668,60.66760882312672,27.254634643566245,sunny,0.1849920702960936,15,21.60895616612004,Evening,1
14-09-2022,1900-01-01 13:00:00,17.78307219259179,0.0407651885514195,36.20204731265069,55.16852956964424,69.78371777338134,cloudy,0.7249302909545103,13,18.966482256993544,Afternoon,1
11-09-2022,1900-01-01 14:00:00,17.547268718254475,0.01,34.76186776335321,55.37261862588969,63.41396007634156,cloudy,0.1754726871825447,14,20.610750862536484,Afternoon,1
30-09-2022,1900-01-01 11:00:00,19.57585899448783,0.1739485418754937,34.588314138861705,55.553555539641486,27.385693502099752,sunny,3.4051921280514263,11,20.96524140077978,Morning,1
15-09-2022,1900-01-01 12:00:00,17.93989420801595,0.1506278082468655,35.045304509571736,53.45294495919518,74.72594259861509,cloudy,2.7022469447340804,12,18.407640449623443,Afternoon,1
15-09-2022,1900-01-01 10:00:00,18.364995330927915,0.2191972925815993,29.62542414665338,46.71681311777079,67.94324092004808,cloudy,4.025557254813112,10,17.09138897111741,Morning,1
10-09-2022,1900-01-01 12:00:00,18.085538874467545,0.0642828613513118,34.50046227862688,53.76864523995144,75.5173694197613,cloudy,1.1625901879311575,12,19.268182961324563,Afternoon,1
18-09-2022,1900-01-01 16:00:00,20.36940667059816,1.169224562581512,36.42242641479446,58.2167046569305,35.54853042919368,little sunny,23.81641060447506,16,21.794278242136045,Evening,1
17-09-2022,1900-01-01 13:00:00,19.85968589725969,2.073484823614687,37.76217453540209,50.71525103308287,37.75131536117821,little sunny,41.17875730972259,13,12.953076497680776,Afternoon,1
23-09-2022,1900-01-01 12:00:00,20.739962589324453,3.1115302030867427,29.138398055105743,47.18175081620476,38.82701028661612,little sunny,64.53302000757216,12,18.04335276109902,Afternoon,-1
22-09-2022,1900-01-01 16:00:00,20.864291607683736,1.277487093187727,36.41534738165255,57.34947800389414,37.928086632235285,little sunny,26.65386323732098,16,20.9341306222416,Evening,1
15-09-2022,1900-01-01 16:00:00,19.87843487318203,0.01,33.431993423848354,54.10238506515918,64.83185943094875,cloudy,0.1987843487318203,16,20.67039164131083,Evening,1
26-09-2022,1900-01-01 17:00:00,18.52800748720416,1.3472806539582571,33.03793408399217,48.2965674144141,34.78939001870557,sunny,24.9624260439039,17,15.25863333042193,Evening,1
06-09-2022,1900-01-01 11:00:00,18.543219175884893,0.0293717994602694,29.2994615686146,48.28628739669258,66.21963464589341,cloudy,0.5446477149819138,11,18.98682582807798,Morning,1
02-09-2022,1900-01-01 15:00:00,18.60032042836671,0.1000664606402075,35.69976409903772,55.68348873021815,69.0651497627939,cloudy,1.8612682320404053,15,19.98372463118043,Evening,1
02-09-2022,1900-01-01 10:00:00,18.45042072960582,0.2330987830589712,29.03457472190613,47.39936508481655,74.68175612765711,cloudy,4.3007706189971335,10,18.364790362910423,Morning,1
27-09-2022,1900-01-01 13:00:00,17.789825943800697,0.1147505666933952,39.49122649742057,51.37596461976115,31.76124397358634,sunny,2.041392608427996,13,11.88473812234058,Afternoon,1
10-09-2022,1900-01-01 17:00:00,19.797194045626192,0.01,33.035794721686486,47.72109845793503,67.11069145194222,cloudy,0.1979719404562619,17,14.685303736248542,Evening,1
09-09-2022,1900-01-01 17:00:00,19.811880025887703,0.0406346444558979,35.44524392430736,47.127767267010015,86.6498075474958,rainy,0.8050487008548527,17,11.682523342702652,Evening,1
19-09-2022,1900-01-01 13:00:00,18.011732607219198,0.1382602677119613,39.56084283826752,52.13770994777576,22.877684959957016,sunny,2.49030697223039,13,12.576867109508235,Afternoon,1
14-09-2022,1900-01-01 12:00:00,17.882032498991844,0.1529498700031792,34.91814568238662,53.7459945645052,76.68334631074785,cloudy,2.735054546113429,12,18.827848882118573,Afternoon,1
27-09-2022,1900-01-01 12:00:00,18.833133595500687,0.1241168437711401,38.16508049859666,49.15789419659438,28.779046847348557,sunny,2.3375091001937696,12,10.992813697997718,Afternoon,1
21-09-2022,1900-01-01 12:00:00,20.620099083908148,2.8395137808921573,36.74641471302185,48.88921801765351,34.28384565595693,little sunny,58.551055512118936,12,12.142803304631665,Afternoon,1
24-09-2022,1900-01-01 12:00:00,18.918169075789606,0.1336288435792924,38.39793419712907,49.64189652589613,22.340777904971024,sunny,2.528013056235297,12,11.24396232876706,Afternoon,1
20-09-2022,1900-01-01 17:00:00,18.535675498355214,1.1226577138572102,33.22326180364987,48.350632825642606,34.02252180903966,little sunny,20.809219079782576,17,15.127371021992737,Evening,1
17-09-2022,1900-01-01 15:00:00,19.84952951204953,1.083867442538413,38.86392796037574,60.74945048335105,33.610961947428414,little sunny,21.51425878781588,15,21.885522522975307,Evening,1
14-09-2022,1900-01-01 10:00:00,18.318192085598287,0.2859550102398428,29.38515461720095,46.79121779718693,70.50127758945344,cloudy,5.238178805412666,10,17.406063179985974,Morning,1
25-09-2022,1900-01-01 14:00:00,18.57989175195525,0.0749091211044948,39.36299591599883,57.13586739093319,26.384690667304493,sunny,1.3918033613556204,14,17.772871474934362,Afternoon,1
04-09-2022,1900-01-01 14:00:00,17.641170978968894,0.01,38.562185630555454,56.492911281082485,85.62448333624774,rainy,0.1764117097896889,14,17.93072565052703,Afternoon,1
29-09-2022,1900-01-01 13:00:00,18.068096517579363,0.069003961007572,29.92913741754534,47.9457818501016,23.749214027421672,sunny,1.2467702275800951,13,18.016644432556262,Afternoon,1
01-09-2022,1900-01-01 10:00:00,18.18504415094898,0.2680183188062098,32.992358077917736,47.41750940311907,85.43413791906264,rainy,4.873924960754044,10,14.425151325201334,Morning,1
11-09-2022,1900-01-01 11:00:00,18.71864833435573,0.038953464281741,30.98050509487249,48.39839437026545,65.63750251187308,cloudy,0.729156199294797,11,17.41788927539296,Morning,1
08-09-2022,1900-01-01 12:00:00,17.850995033501945,0.2738992114800799,37.39602106799287,49.80726232744872,86.16526066275662,rainy,4.889373463811007,12,12.41124125945585,Afternoon,1
25-09-2022,1900-01-01 14:00:00,18.591634993421007,0.01,40.02926209664599,57.6890309501913,18.76131212457693,sunny,0.18591634993421,14,17.65976885354531,Afternoon,1
27-09-2022,1900-01-01 13:00:00,17.964337269420607,0.2078093935254287,38.96980585382596,51.21534812465019,24.933617995945298,sunny,3.733158033044552,13,12.245542270824233,Afternoon,1
16-09-2022,1900-01-01 15:00:00,19.957733488027745,0.9967950285000012,38.53146965904422,59.77285486955738,32.931500409644315,little sunny,19.893769520994045,15,21.24138521051316,Evening,1
15-09-2022,1900-01-01 12:00:00,17.806391171617,0.0121800665002372,34.48918302948056,53.29257434329285,75.54026168010073,cloudy,0.2168830285995324,12,18.80339131381229,Afternoon,1
12-09-2022,1900-01-01 13:00:00,17.909427593165557,0.01,38.92943601694167,51.1782278760497,84.27291345116454,rainy,0.1790942759316555,13,12.248791859108032,Afternoon,1
12-09-2022,1900-01-01 16:00:00,19.80629609756755,0.0484997876208894,35.28590052556511,54.53915838519972,83.97984643816258,rainy,0.9606011542884768,16,19.25325785963461,Evening,1
22-09-2022,1900-01-01 12:00:00,20.57863754876892,2.967766701777565,36.857638813519415,49.93901407979148,34.84033588245709,little sunny,61.0725952851859,12,13.081375266272062,Afternoon,1
18-09-2022,1900-01-01 12:00:00,20.74324170674091,3.0070866864751955,37.00067948208172,49.370978848528566,34.46225485170037,little sunny,62.3767259706776,12,12.37029936644685,Afternoon,-1
30-09-2022,1900-01-01 16:00:00,19.956318089783515,0.1916405260715247,34.825069630107976,46.988320016952834,26.08035324343482,sunny,3.824439297176799,16,12.163250386844858,Evening,1
11-09-2022,1900-01-01 17:00:00,20.01489285104426,0.01,33.2703035267717,47.94007460159264,65.14973190218775,cloudy,0.2001489285104425,17,14.669771074820936,Evening,1
22-09-2022,1900-01-01 10:00:00,20.59291792346936,2.327576857873112,34.49146407728942,47.111302348326646,34.31323380195708,little sunny,47.93159919474771,10,12.619838271037224,Morning,1
06-09-2022,1900-01-01 13:00:00,17.989469466246362,0.1229819222183102,35.34559842258646,54.94041815167389,65.61047991154878,cloudy,2.2123795346465776,13,19.594819729087423,Afternoon,1
12-09-2022,1900-01-01 17:00:00,19.91461100425161,0.0737815500994591,34.9833018696701,47.341236851450034,86.70556123278344,rainy,1.4693308695214304,17,12.357934981779934,Evening,1
10-09-2022,1900-01-01 12:00:00,17.812033723523157,0.0396522230036908,34.63464692821132,54.20410047653112,71.37949737945091,cloudy,0.7062867333544027,12,19.5694535483198,Afternoon,1
27-09-2022,1900-01-01 13:00:00,17.884281588846147,0.1069673517094852,39.18040808250801,51.45497641254452,24.91268102459625,sunny,1.9130342387855772,13,12.274568330036509,Afternoon,1
21-09-2022,1900-01-01 12:00:00,20.66258080462477,3.044751940382318,36.60399865025068,49.60380585132305,37.43296197078998,little sunny,62.91243299818772,12,12.999807201072372,Afternoon,-1
03-09-2022,1900-01-01 14:00:00,17.60410235235759,0.0778652356495197,35.254900457651885,55.5866670775786,69.05983642808354,cloudy,1.3707475780645884,14,20.33176661992671,Afternoon,1
29-09-2022,1900-01-01 10:00:00,19.315732664645346,0.363382259385124,34.34613326083447,54.76102728280779,24.52670251455995,sunny,7.018994577357868,10,20.41489402197332,Morning,1
27-09-2022,1900-01-01 13:00:00,17.892434954050408,0.01,39.14498196697328,51.37798158374502,25.64133480781009,sunny,0.1789243495405041,13,12.232999616771744,Afternoon,1
15-09-2022,1900-01-01 14:00:00,17.689160624825174,0.1628614357103389,35.63656076736439,55.3824893186041,66.96750058933614,cloudy,2.880882095869824,14,19.745928551239714,Afternoon,1
09-09-2022,1900-01-01 10:00:00,18.3238660746599,0.1391754353711221,33.4265139786719,47.25948745984646,86.73661639786447,rainy,2.550232038622926,10,13.832973481174562,Morning,1
06-09-2022,1900-01-01 12:00:00,17.991975261558515,0.01,34.33803625632926,54.78708603961597,79.60610839108709,cloudy,0.1799197526155851,12,20.449049783286704,Afternoon,1
13-09-2022,1900-01-01 13:00:00,18.143293247296523,0.1344628117248975,38.74824053289012,50.45962411881304,82.39943522063886,rainy,2.4395982239808363,13,11.711383585922915,Afternoon,1
13-09-2022,1900-01-01 14:00:00,17.55575942204888,0.0201132611914856,38.770914839990645,57.04141558534739,78.24329235896597,rainy,0.3531035746705546,14,18.270500745356745,Afternoon,1
24-09-2022,1900-01-01 14:00:00,18.634426647726,0.01,39.503425518803546,56.89446201070762,27.214482881182665,sunny,0.18634426647726,14,17.391036491904075,Afternoon,1
12-09-2022,1900-01-01 14:00:00,17.78182873614335,0.0618460456706202,39.16412971759137,56.920295285633536,83.01623001772249,rainy,1.0997357921226698,14,17.756165568042164,Afternoon,1
20-09-2022,1900-01-01 13:00:00,19.82574525921144,2.0761891243184234,29.57987043767205,47.36347214043241,35.95821138645806,little sunny,41.161996688682336,13,17.78360170276036,Afternoon,-1
29-09-2022,1900-01-01 14:00:00,18.64877136823848,0.01,32.81998263467134,54.05745994439127,28.90375647789474,sunny,0.1864877136823848,14,21.237477309719928,Afternoon,1
07-09-2022,1900-01-01 12:00:00,18.03544242554284,0.0329703530521245,37.55929221079686,49.07980425709343,83.55193624368346,rainy,0.5946349042214135,12,11.520512046296568,Afternoon,1
18-09-2022,1900-01-01 13:00:00,19.88475841429157,2.08328983407455,37.2388393010109,51.79934213297488,33.46521043282778,little sunny,41.425715057522005,13,14.56050283196398,Afternoon,1
14-09-2022,1900-01-01 11:00:00,18.460919680949363,0.1208427205148183,29.52363286927102,47.19096371750204,68.73830108759891,cloudy,2.230867757451474,11,17.667330848231025,Morning,1
01-09-2022,1900-01-01 15:00:00,18.608724325101075,0.1167780998214335,39.4926100956458,59.46162715430177,86.66591119500295,rainy,2.173091466786192,15,19.96901705865597,Evening,1
10-09-2022,1900-01-01 15:00:00,18.602561695080304,0.0801952490279909,35.22103926508556,54.28015955145994,68.7368005214804,cloudy,1.4918370676955297,15,19.05912028637438,Evening,1
22-09-2022,1900-01-01 13:00:00,19.743334629314887,2.016916549033324,36.89383612919371,50.35707315432749,31.799136062407012,little sunny,39.8206583469679,13,13.46323702513378,Afternoon,-1
17-09-2022,1900-01-01 13:00:00,20.04910099025505,1.9343427893372844,38.73115552400024,51.55478240782276,36.43552219523562,little sunny,38.78183393319487,13,12.823626883822511,Afternoon,1
12-09-2022,1900-01-01 13:00:00,18.113955378796483,0.2206444915586397,38.41489881363965,51.77727265638269,84.96071419426505,rainy,3.996744474670438,13,13.36237384274304,Afternoon,1
13-09-2022,1900-01-01 13:00:00,17.942569808466253,0.1249316306421373,38.65383074573525,51.998332957920354,87.35050901116131,rainy,2.2415945040820717,13,13.344502212185104,Afternoon,1
29-09-2022,1900-01-01 11:00:00,19.41231865583884,0.1092404944029617,35.16294452530292,54.59702679669272,24.388180274242156,sunny,2.1206112874716734,11,19.4340822713898,Morning,1
29-09-2022,1900-01-01 17:00:00,19.97314184857917,0.0304516568662224,33.50912384538487,47.539662287602944,22.191306577883324,sunny,0.6082152621133206,17,14.030538442218074,Evening,1
27-09-2022,1900-01-01 10:00:00,19.41515932139605,0.1899071002534139,34.95452349793195,46.519718585359655,27.52477910246872,sunny,3.687076607684364,10,11.565195087427703,Morning,1
03-09-2022,1900-01-01 17:00:00,20.076773185405237,0.1362735990596525,33.19120363708941,48.1371122220928,65.64861601570647,cloudy,2.735934139479496,17,14.945908585003394,Evening,1
01-09-2022,1900-01-01 17:00:00,19.959883045519444,0.0562482012967988,34.991243242840234,47.27792808402829,83.49308900784642,rainy,1.1227075194049407,17,12.286684841188055,Evening,1
17-09-2022,1900-01-01 12:00:00,20.773014379837758,3.002527045384032,37.55462031982312,49.91945880138387,36.83175515239544,little sunny,62.37153748961425,12,12.364838481560746,Afternoon,-1
16-09-2022,1900-01-01 11:00:00,20.70767015208816,2.6692777161190797,35.166654709065114,48.103128043441856,31.81512256480618,little sunny,55.2745224897131,11,12.936473334376744,Morning,1
18-09-2022,1900-01-01 10:00:00,20.429722886111293,2.2972639249025546,33.72609806807943,46.12641477176369,28.90757370431096,little sunny,46.93246538201957,10,12.40031670368426,Morning,-1
22-09-2022,1900-01-01 15:00:00,19.76954482058287,1.0634908234781406,39.34529300531728,60.35196767938275,42.43813361588134,little sunny,21.02472950102969,15,21.00667467406548,Evening,1
16-09-2022,1900-01-01 12:00:00,20.72558615937116,3.1572829866811096,37.56772438412498,49.425826484569335,34.672436939551375,little sunny,65.43654056997605,12,11.858102100444356,Afternoon,-1
09-09-2022,1900-01-01 17:00:00,20.05657370325669,0.01,35.147896143884566,47.91231109035775,89.88162629531504,rainy,0.2005657370325669,17,12.76441494647318,Evening,1
