DATE,TIME,VOLTAGE,CURRENT,AMBIENT,TARGET,HUMIDITY,SEASON,Power,Hour,TempDiff,TimePeriod
25-09-2022,1900-01-01 16:00:00,19.8194399607004,0.02699256328229751,36.99491617431119,55.348376382149425,29.301826804339687,sunny,0.5349774873589016,16,18.353460207838232,Evening
29-09-2022,1900-01-01 12:00:00,19.050522685609447,0.11036429513220342,29.375717482020608,47.01925891217347,26.87941143220604,sunny,2.1024975080973376,12,17.64354143015286,Afternoon
15-09-2022,1900-01-01 16:00:00,20.00506402262168,0.16556811066100047,33.10746503061049,53.67256697213413,67.09882378248075,cloudy,3.3122006538778255,16,20.565101941523636,Evening
21-09-2022,1900-01-01 13:00:00,19.83741552487308,1.9470062831455435,37.45550412340356,51.70908333259445,35.998919384841315,little sunny,38.62357266829684,13,14.253579209190896,Afternoon
11-09-2022,1900-01-01 15:00:00,18.558867184032543,0.10071496548296172,35.522619267286615,54.925250267540235,65.61835675951563,cloudy,1.8691556678427086,15,19.40263100025362,Evening
14-09-2022,1900-01-01 12:00:00,17.935075809339214,0.10956987627737848,34.61602589409349,53.85017939334513,76.92311052351715,cloudy,1.9651440374547013,12,19.23415349925164,Afternoon
02-09-2022,1900-01-01 10:00:00,18.185234901291107,0.3602965051482756,29.11039368826185,47.52428602135074,81.3015952089587,cloudy,6.552076580235632,10,18.41389233308889,Morning
07-09-2022,1900-01-01 13:00:00,17.953637141117607,0.01,38.60481122825334,51.49269971805883,83.72802135892763,rainy,0.17953637141117607,13,12.88788848980549,Afternoon
01-09-2022,1900-01-01 11:00:00,18.553351378652643,0.15631134005659847,35.447456727608916,48.22703688806614,82.99043394881411,rainy,2.900099216538133,11,12.779580160457222,Morning
28-09-2022,1900-01-01 15:00:00,18.582439498499713,0.03870276506206438,39.01321055801643,60.124779936258435,25.9960531176288,sunny,0.7191917901904599,15,21.111569378242002,Evening
25-09-2022,1900-01-01 16:00:00,19.910740181008656,0.01,37.25185199152674,54.502590022264094,31.723757044989988,sunny,0.19910740181008657,16,17.250738030737352,Evening
25-09-2022,1900-01-01 16:00:00,19.819680143274976,0.01,37.16862268107882,54.61317122847838,27.73373957383441,sunny,0.19819680143274976,16,17.444548547399556,Evening
13-09-2022,1900-01-01 12:00:00,17.932335814490926,0.25694522499313116,37.70710907971103,49.16843578751091,84.95636101811152,rainy,4.607628060506755,12,11.461326707799877,Afternoon
07-09-2022,1900-01-01 14:00:00,17.667669082674653,0.01,38.54141816902617,57.36811723656203,89.22636432048684,rainy,0.17667669082674653,14,18.826699067535856,Afternoon
24-09-2022,1900-01-01 17:00:00,20.038963985131286,0.027939648438274827,36.066798380490134,46.27688630176433,29.0464260386426,sunny,0.5598816088118188,17,10.210087921274194,Evening
07-09-2022,1900-01-01 17:00:00,19.82055443255977,0.01,35.117885055369015,47.10418095123507,83.31990543079121,rainy,0.1982055443255977,17,11.986295895866057,Evening
12-09-2022,1900-01-01 14:00:00,17.68231605632044,0.01,38.572344450739884,55.971994354453656,82.03997439037907,rainy,0.17682316056320438,14,17.399649903713772,Afternoon
22-09-2022,1900-01-01 15:00:00,19.89500404179368,1.0878697661538201,39.247009781619255,60.454164922536336,33.1326669592616,little sunny,21.643173394575395,15,21.20715514091708,Evening
11-09-2022,1900-01-01 16:00:00,19.706723535595202,0.160227882183883,33.394112173822556,54.33400788758557,70.38145251308904,cloudy,3.1575665768917025,16,20.939895713763015,Evening
18-09-2022,1900-01-01 14:00:00,19.827638531381517,0.6275529091236857,38.44595312594929,56.78858552864233,33.02904690725389,little sunny,12.442892241421353,14,18.34263240269304,Afternoon
05-09-2022,1900-01-01 12:00:00,17.69221822693579,0.1620936914219105,37.12715315689133,49.26192368243258,89.62067845276101,rainy,2.86779696184603,12,12.13477052554125,Afternoon
16-09-2022,1900-01-01 10:00:00,20.564538696103657,2.4375826480913148,33.21969780707155,46.97968689839595,32.85548354107454,little sunny,50.12776269162467,10,13.7599890913244,Morning
28-09-2022,1900-01-01 17:00:00,19.927476362076145,0.11778566626455579,35.53497125285173,46.638433754240275,26.997528733785536,sunny,2.347171080278325,17,11.103462501388542,Evening
02-09-2022,1900-01-01 17:00:00,20.06015898305218,0.04751469282331103,33.14754484957302,48.34890734087289,66.17965506797208,cloudy,0.9531522920665076,17,15.201362491299868,Evening
14-09-2022,1900-01-01 14:00:00,17.510297444047833,0.06037711760444528,35.712101809040725,54.84216305941267,65.89507217918207,cloudy,1.0572212880680936,14,19.130061250371945,Afternoon
17-09-2022,1900-01-01 10:00:00,20.445231528987645,2.449571904125591,32.64936202022102,46.21752877269756,37.24944808915155,little sunny,50.08206472675083,10,13.568166752476543,Morning
08-09-2022,1900-01-01 10:00:00,18.3530290560126,0.3036037568308413,33.124883207072244,46.85922627899674,84.46913082393088,rainy,5.572048570631013,10,13.7343430719245,Morning
09-09-2022,1900-01-01 15:00:00,18.60580158723534,0.01,39.21990846781076,60.76066685462154,90.69684019420534,rainy,0.1860580158723534,15,21.54075838681078,Evening
22-09-2022,1900-01-01 14:00:00,19.803924108800558,0.49969571925454664,38.595213452809716,57.16737989023147,34.74222892571377,little sunny,9.895936101609552,14,18.572166437421757,Afternoon
07-09-2022,1900-01-01 10:00:00,18.36491643541147,0.25766613575598474,32.89590553536645,47.327078909203166,85.36440305936839,rainy,4.732017051394047,10,14.431173373836714,Morning
06-09-2022,1900-01-01 15:00:00,18.354763718317276,0.01,35.73271175461407,56.774582397780776,65.6905634427631,cloudy,0.18354763718317277,15,21.041870643166703,Evening
22-09-2022,1900-01-01 16:00:00,20.560689180143534,1.1040180533241526,36.01023233288731,57.75129476304297,39.476723968972934,little sunny,22.699372043665033,16,21.741062430155658,Evening
28-09-2022,1900-01-01 15:00:00,18.569203207837774,0.11251558790160777,38.922086705138106,60.661999770758555,19.34743012931885,sunny,2.089324815794288,15,21.73991306562045,Evening
11-09-2022,1900-01-01 10:00:00,18.375143329989005,0.08662175373651271,29.101116018087883,47.4073611649683,67.13484571903483,cloudy,1.5916871404034316,10,18.306245146880418,Morning
09-09-2022,1900-01-01 15:00:00,18.7294912461173,0.01,39.50779529038458,60.63682051334026,82.00473560739745,rainy,0.187294912461173,15,21.129025222955683,Evening
28-09-2022,1900-01-01 12:00:00,18.816231760411817,0.07564227772429682,38.80938524492214,49.097214086991734,21.27405422586302,sunny,1.4233026285458052,12,10.287828842069594,Afternoon
02-09-2022,1900-01-01 11:00:00,18.551016652692237,0.16097367424532094,29.422585901453232,47.33909302050624,73.09097853501115,cloudy,2.986225311570004,11,17.91650711905301,Morning
20-09-2022,1900-01-01 13:00:00,19.880129934099912,1.9376397787504014,29.274172326119846,49.0316479813345,33.715165827001506,little sunny,38.520530567038584,13,19.757475655214655,Afternoon
22-09-2022,1900-01-01 17:00:00,18.524163280865203,1.0524807265798946,35.65179371037876,51.91508382315587,34.75181767633154,little sunny,19.496324829129613,17,16.263290112777106,Evening
04-09-2022,1900-01-01 14:00:00,17.75291485490795,0.11166524479786936,38.61680357462261,57.43923812390204,84.0843298238917,rainy,1.9823835831490277,14,18.82243454927943,Afternoon
07-09-2022,1900-01-01 15:00:00,18.643836670104214,0.01,39.31539946457529,60.27213522487315,87.28455447899204,rainy,0.18643836670104214,15,20.95673576029786,Evening
12-09-2022,1900-01-01 14:00:00,17.782759632341772,0.016155327464547512,38.75922255140602,56.21066118408948,84.69961723885051,rainy,0.28728630508381786,14,17.451438632683463,Afternoon
05-09-2022,1900-01-01 11:00:00,18.511836757360648,0.12579359489930148,35.768424270747225,48.22387304346539,86.13441863675772,rainy,2.328670493897424,11,12.455448772718164,Morning
09-09-2022,1900-01-01 11:00:00,18.35525859279859,0.1579113678911218,35.73220715086981,48.78946164300877,85.96128020941887,rainy,2.8985039923840934,11,13.05725449213896,Morning
18-09-2022,1900-01-01 16:00:00,20.42787793929439,1.2216264691664573,35.7495584102631,57.56612753432992,30.500741177584263,little sunny,24.955236399543573,16,21.816569124066824,Evening
08-09-2022,1900-01-01 14:00:00,17.604369261822395,0.01,39.265621360989776,57.054693742401064,86.80350705062587,rainy,0.17604369261822395,14,17.789072381411287,Afternoon
12-09-2022,1900-01-01 16:00:00,19.883412077240948,0.16080720640601615,35.54043771680166,55.63603236687209,84.9659111525407,rainy,3.197395949960759,16,20.095594650070424,Evening
06-09-2022,1900-01-01 11:00:00,18.565346702416452,0.28745491579354204,29.153645040291394,48.60666257160788,67.10672885960683,cloudy,5.336700173021034,11,19.453017531316483,Morning
06-09-2022,1900-01-01 15:00:00,18.586115529864113,0.01,35.794639385016914,56.52030173475957,68.24903495794733,cloudy,0.18586115529864114,15,20.725662349742656,Evening
14-09-2022,1900-01-01 10:00:00,18.427611923730296,0.2963667259763241,29.051443122052603,47.44035260676501,68.51735972320594,cloudy,5.461331013398219,10,18.388909484712407,Morning
18-09-2022,1900-01-01 12:00:00,20.706858727691433,2.9313927178627956,36.693203137418436,49.831031886021144,30.836764544776656,little sunny,60.69993488416834,12,13.137828748602708,Afternoon
28-09-2022,1900-01-01 16:00:00,19.99112566883937,0.12608170630713947,37.144148732761515,54.84737023583237,23.92762475485229,sunny,2.5205152353277227,16,17.703221503070857,Evening
07-09-2022,1900-01-01 16:00:00,19.947543635384577,0.07484497322130229,35.852164034474185,54.22629103518252,85.11155551521246,rainy,1.4929733692211176,16,18.374127000708334,Evening
13-09-2022,1900-01-01 15:00:00,18.722638511060005,0.059184223377764356,38.61049840533377,58.35754831745376,82.57942930579888,rainy,1.1080848198597089,15,19.74704991211999,Evening
09-09-2022,1900-01-01 17:00:00,19.990435096856558,0.01,35.32931306770643,46.72453176220291,83.60714791151554,rainy,0.1999043509685656,17,11.395218694496478,Evening
02-09-2022,1900-01-01 15:00:00,18.46780278311058,0.21694584796500335,35.255396865113,54.68585855783612,65.20236987803526,cloudy,4.006513134832374,15,19.43046169272312,Evening
25-09-2022,1900-01-01 16:00:00,19.780523886889952,0.050086554744664766,37.31770622521346,54.84112793465745,22.67464914639432,sunny,0.9907382925388627,16,17.523421709443987,Evening
17-09-2022,1900-01-01 15:00:00,19.87383573391473,1.0596104850406458,39.09618676054956,59.87463749719677,38.76342088977008,little sunny,21.058524721631507,15,20.778450736647216,Evening
14-09-2022,1900-01-01 11:00:00,18.53445206652474,0.22939236077753722,29.44725630839038,48.35723749800398,64.35785144700033,cloudy,4.251661715258213,11,18.909981189613603,Morning
13-09-2022,1900-01-01 14:00:00,17.830572833591727,0.09643409197925591,38.21136940577025,56.59560469212667,87.52672426835588,rainy,1.7194751006774063,14,18.38423528635642,Afternoon
28-09-2022,1900-01-01 14:00:00,18.81496707042359,0.01,39.45971249997118,56.83690933817006,29.799452691990357,sunny,0.1881496707042359,14,17.377196838198877,Afternoon
25-09-2022,1900-01-01 11:00:00,19.350110965362955,0.01,35.725209710981304,48.45247822256108,25.140558346596443,sunny,0.19350110965362954,11,12.72726851157978,Morning
16-09-2022,1900-01-01 14:00:00,19.715663149942667,0.4972599472338655,38.75149625863693,56.86182793901411,36.479237353293456,little sunny,9.803809617621157,14,18.110331680377186,Afternoon
30-09-2022,1900-01-01 10:00:00,19.295170128904925,0.14339642422342141,34.48348710831189,54.555309882199076,26.4007011395385,sunny,2.7668584012675392,10,20.071822773887185,Morning
14-09-2022,1900-01-01 14:00:00,17.59287543351453,0.01,35.39862831268651,54.4691708872146,63.25882620691374,cloudy,0.1759287543351453,14,19.07054257452809,Afternoon
03-09-2022,1900-01-01 14:00:00,17.894050017399866,0.017450121244367116,35.2045642402937,55.00298506316957,62.689047930592984,cloudy,0.3122533423563972,14,19.79842082287587,Afternoon
18-09-2022,1900-01-01 16:00:00,20.58327751929842,1.2120373446304833,36.4146841845909,58.813977690036275,32.5612456918302,little sunny,24.94770102828278,16,22.399293505445378,Evening
09-09-2022,1900-01-01 17:00:00,19.918835951268086,0.01,35.443506595533236,46.95124626992658,83.14427005936393,rainy,0.19918835951268088,17,11.507739674393342,Evening
14-09-2022,1900-01-01 12:00:00,17.908438846160017,0.03896996072717391,34.75134722353091,54.35745362837256,77.38233775568749,cloudy,0.6978911585198515,12,19.606106404841654,Afternoon
07-09-2022,1900-01-01 15:00:00,18.498087530210146,0.033657451157915894,39.318542051427116,60.18823905989891,83.28599200825325,rainy,0.622598477562901,15,20.869697008471796,Evening
04-09-2022,1900-01-01 10:00:00,18.210512673293763,0.1650094165954754,33.08061559860355,46.87178709262984,84.35413085018446,rainy,3.004906072124715,10,13.791171494026287,Morning
13-09-2022,1900-01-01 12:00:00,17.89034406206977,0.01,37.74921691019345,48.866955743380124,81.00571067899217,rainy,0.17890344062069768,12,11.117738833186678,Afternoon
15-09-2022,1900-01-01 17:00:00,20.079102898550644,0.01,33.38111107037929,47.98226526192759,65.46252414398857,cloudy,0.20079102898550644,17,14.601154191548297,Evening
04-09-2022,1900-01-01 17:00:00,19.94034954775323,0.01,35.54961577477875,48.68268620354893,84.37060726169197,rainy,0.1994034954775323,17,13.133070428770182,Evening
10-09-2022,1900-01-01 17:00:00,20.094352796739685,0.15884462912011357,33.298360669796175,48.294208418224095,61.55266235114427,cloudy,3.1918800174068322,17,14.99584774842792,Evening
23-09-2022,1900-01-01 14:00:00,19.778019340456705,0.540660904521393,33.45029021198797,54.12748765788956,36.258368074688136,little sunny,10.693201826252928,14,20.67719744590159,Afternoon
15-09-2022,1900-01-01 17:00:00,19.772175147019166,0.01,33.05918686748344,47.88325028841993,64.17514174001597,cloudy,0.19772175147019166,17,14.82406342093649,Evening
05-09-2022,1900-01-01 10:00:00,18.315606636300764,0.2118378287972183,33.14480686116289,45.93237953562395,92.52472552745107,rainy,3.8799383429378764,10,12.78757267446106,Morning
08-09-2022,1900-01-01 13:00:00,18.082039757462887,0.06551952547378379,38.353106877904665,51.086467249884635,84.338142082267,rainy,1.1847266645070609,13,12.73336037197997,Afternoon
29-09-2022,1900-01-01 13:00:00,18.057949414391132,0.01,29.491614889650627,47.96333185935841,20.972143143042164,sunny,0.18057949414391133,13,18.471716969707785,Afternoon
18-09-2022,1900-01-01 11:00:00,20.511922339901798,2.5970485520375712,35.058640906168975,47.61636365146583,35.5037904565919,little sunny,53.27045821234908,11,12.557722745296857,Morning
08-09-2022,1900-01-01 16:00:00,19.87449609205582,0.06439939575627321,35.38985795622701,55.6070626307772,86.67834651994855,rainy,1.2799055392888081,16,20.21720467455019,Evening
05-09-2022,1900-01-01 16:00:00,19.833355836122145,0.01,35.063249884908174,55.54631712821632,85.93502308292746,rainy,0.19833355836122146,16,20.48306724330815,Evening
27-09-2022,1900-01-01 11:00:00,19.460860827230203,0.15370183648187705,36.91264023926023,47.891174956796426,24.930550383933305,sunny,2.991170048663503,11,10.9785347175362,Morning
21-09-2022,1900-01-01 12:00:00,20.760888095653574,3.165594673453639,36.31374080104646,49.60154707202344,33.74275696952419,little sunny,65.72055677176802,12,13.287806270976986,Afternoon
11-09-2022,1900-01-01 10:00:00,18.207223902706897,0.2820358635739507,28.775600505782094,47.152225825515885,67.15128478339535,cloudy,5.135090116684217,10,18.37662531973379,Morning
20-09-2022,1900-01-01 11:00:00,20.49737128310392,2.818402314800064,35.04092474421179,55.11741472191876,33.83714006819972,little sunny,57.76983867161645,11,20.07648997770697,Morning
05-09-2022,1900-01-01 15:00:00,18.502998130379694,0.04569524266377371,38.001009186666906,57.659375306336244,87.75496383285426,rainy,0.8454989895750513,15,19.65836611966934,Evening
02-09-2022,1900-01-01 17:00:00,19.827047156008934,0.23024969029594317,33.01149867808775,47.555340180291665,68.51125245214055,cloudy,4.5651714671541175,17,14.543841502203918,Evening
18-09-2022,1900-01-01 14:00:00,19.624487398130675,0.4685436702858459,38.86124643128169,58.26476380162407,33.40333714171215,little sunny,9.194929352998477,14,19.403517370342378,Afternoon
24-09-2022,1900-01-01 16:00:00,19.818660646471237,0.011099978245339112,37.44588571027343,54.2517700212798,22.029472622883027,sunny,0.2199867020275891,16,16.805884311006373,Evening
11-09-2022,1900-01-01 13:00:00,18.05991776308073,0.19243591770708213,35.069094059799475,54.77786095661343,74.97563703662009,cloudy,3.475376848452874,13,19.708766896813955,Afternoon
02-09-2022,1900-01-01 10:00:00,18.322226946845397,0.2925732486504182,29.175047297821163,47.57904222890579,75.34002658277335,cloudy,5.360593460348792,10,18.40399493108463,Morning
04-09-2022,1900-01-01 16:00:00,19.9889878208527,0.01,35.58659060711412,55.39400113906467,85.77630398102968,rainy,0.199889878208527,16,19.807410531950552,Evening
17-09-2022,1900-01-01 10:00:00,20.48512860268933,2.422978521001844,32.70012983842569,46.84705169544027,33.40739784197564,little sunny,49.63502660427676,10,14.146921857014583,Morning
18-09-2022,1900-01-01 13:00:00,19.82193159750853,2.0525853136842924,37.471913703027234,51.52948205612278,33.173054576897755,little sunny,40.68620568590064,13,14.057568353095547,Afternoon
06-09-2022,1900-01-01 13:00:00,18.056120619770393,0.18242187621472408,34.93104635716594,54.52740610639664,71.98497212512262,cloudy,3.293831400617882,13,19.5963597492307,Afternoon
18-09-2022,1900-01-01 15:00:00,19.910692847692967,0.9501825968007994,39.392934967358535,61.07111213799573,34.340261785770004,little sunny,18.918793834124006,15,21.6781771706372,Evening
05-09-2022,1900-01-01 13:00:00,18.055287736385527,0.03488244927941502,38.7383490408764,50.54496807572477,82.77221381509476,rainy,0.6298126586897121,13,11.806619034848367,Afternoon
18-09-2022,1900-01-01 13:00:00,19.86777595405858,1.9059228622225208,37.314779244448445,51.46755625799373,36.722634775255415,little sunny,37.866448412355105,13,14.152777013545283,Afternoon
02-09-2022,1900-01-01 15:00:00,18.656236448200275,0.01,35.225396016978365,54.40235654600866,61.55870614275327,cloudy,0.18656236448200275,15,19.176960529030296,Evening
09-09-2022,1900-01-01 13:00:00,17.829127200662928,0.10276126872063042,38.25393501297993,50.817617044131204,85.57930391543024,rainy,1.8321437313216242,13,12.563682031151274,Afternoon
09-09-2022,1900-01-01 14:00:00,17.786085749081202,0.01,39.00362115855839,55.86138251864218,83.30402685729828,rainy,0.177860857490812,14,16.857761360083792,Afternoon
06-09-2022,1900-01-01 11:00:00,18.291102598534604,0.01,29.73081346115486,48.27554867266571,64.54658734461883,cloudy,0.18291102598534603,11,18.544735211510847,Morning
22-09-2022,1900-01-01 13:00:00,19.76452430006754,1.9968061590023154,37.98536916151439,51.0150473420212,37.96436697764437,little sunny,39.46592385212579,13,13.029678180506806,Afternoon
07-09-2022,1900-01-01 14:00:00,17.720997762389835,0.01,39.08201685278667,56.61500645677779,82.78649569749315,rainy,0.17720997762389837,14,17.53298960399112,Afternoon
11-09-2022,1900-01-01 16:00:00,19.870953110039157,0.01,33.00434344223085,54.00200858782108,61.41462422495914,cloudy,0.19870953110039158,16,20.997665145590233,Evening
06-09-2022,1900-01-01 10:00:00,18.156528669588276,0.3289643323895915,29.05981707147518,46.34206387975757,68.7010646220421,cloudy,5.972850332303585,10,17.282246808282387,Morning
27-09-2022,1900-01-01 11:00:00,19.60513449506499,0.1935792711465925,36.39871123146462,48.55520664798651,28.366641807675762,sunny,3.7951476462856,11,12.156495416521892,Morning
23-09-2022,1900-01-01 13:00:00,20.026757474896602,2.1315975209078712,29.644907049992433,48.17551905120009,37.85873652403502,little sunny,42.688986585312776,13,18.530612001207658,Afternoon
06-09-2022,1900-01-01 13:00:00,17.987377665530968,0.09254862894370437,34.886450113256096,54.51526748313223,65.43793296157625,cloudy,1.664707141237501,13,19.62881736987613,Afternoon
09-09-2022,1900-01-01 15:00:00,18.52851420685635,0.08254079787527294,39.31363979024421,60.43986564508469,83.80321994937196,rainy,1.529358346077253,15,21.126225854840477,Evening
28-09-2022,1900-01-01 13:00:00,17.85448965157661,0.01,39.84401543386446,51.47585148153913,24.172563788161042,sunny,0.1785448965157661,13,11.631836047674668,Afternoon
14-09-2022,1900-01-01 17:00:00,19.968640672296363,0.01,33.62785649002596,47.992029899953366,64.42597082894795,cloudy,0.19968640672296364,17,14.364173409927403,Evening
29-09-2022,1900-01-01 13:00:00,18.04373604573079,0.01,29.392263038867654,48.52768067808312,24.29835819450557,sunny,0.1804373604573079,13,19.13541763921547,Afternoon
07-09-2022,1900-01-01 16:00:00,19.799642161686403,0.04962611215739149,35.263346388583464,55.16396992606307,81.86920435946504,rainy,0.9825792625920667,16,19.900623537479603,Evening
08-09-2022,1900-01-01 10:00:00,18.354199571765704,0.1999792910377731,33.51367870489524,46.97361276461607,87.18444577625571,rainy,3.670459817927504,10,13.45993405972083,Morning
11-09-2022,1900-01-01 11:00:00,18.577624969298462,0.08079583356297537,30.714939422683866,48.59219589316369,68.14675789135104,cloudy,1.500994695014814,11,17.877256470479825,Morning
02-09-2022,1900-01-01 15:00:00,18.660402926788024,0.06754214134345353,35.11176821637455,54.800867783673816,64.61741972905985,cloudy,1.2603635720069106,15,19.689099567299266,Evening
23-09-2022,1900-01-01 12:00:00,20.673374768921658,3.009061717625274,29.018558469210074,46.81606084368036,38.49395714641332,little sunny,62.207460591282405,12,17.797502374470287,Afternoon
16-09-2022,1900-01-01 13:00:00,19.790434144988126,1.902297195623934,38.355239415099575,51.70034075785313,34.63289227689966,little sunny,37.64728737419106,13,13.345101342753551,Afternoon
12-09-2022,1900-01-01 12:00:00,17.966671903092543,0.18023065447473918,37.27830356839239,49.17325178925383,84.39115094605779,rainy,3.2381450358272765,12,11.894948220861444,Afternoon
10-09-2022,1900-01-01 10:00:00,18.276355029254056,0.14227603767772415,29.435312662616205,46.90363197624725,68.55169310109903,cloudy,2.6002873767536134,10,17.468319313631042,Morning
28-09-2022,1900-01-01 10:00:00,19.34613472447438,0.01,34.75786802804864,46.7630155153492,25.537680702774928,sunny,0.1934613472447438,10,12.005147487300562,Morning
26-09-2022,1900-01-01 12:00:00,20.923987584415187,2.9644600718698557,29.06965981540181,47.07183766571849,35.57004782726414,sunny,62.028325738299415,12,18.00217785031668,Afternoon
09-09-2022,1900-01-01 15:00:00,18.595432405771426,0.01,39.60881130160672,60.32732347138671,87.68769399909135,rainy,0.18595432405771425,15,20.71851216977999,Evening
18-09-2022,1900-01-01 15:00:00,19.91986772091304,1.111671674022345,39.187894848730714,59.76561655257499,38.42437230321148,little sunny,22.144352695611072,15,20.577721703844276,Evening
04-09-2022,1900-01-01 17:00:00,19.860136787858934,0.01,35.329706136885676,47.271652703187286,86.83724056513329,rainy,0.19860136787858934,17,11.94194656630161,Evening
24-09-2022,1900-01-01 12:00:00,18.87158758310662,0.1305924916994982,37.790867589689235,49.85059600163383,21.478111990926237,sunny,2.4644876448032043,12,12.059728411944597,Afternoon
28-09-2022,1900-01-01 10:00:00,19.31605557973217,0.35468094057209376,34.6643946571167,47.16123322400807,23.30726254777311,sunny,6.851036761162245,10,12.49683856689137,Morning
03-09-2022,1900-01-01 11:00:00,18.44686836184983,0.01,29.510894346429406,47.91467333130637,67.22888285688673,cloudy,0.1844686836184983,11,18.40377898487696,Morning
27-09-2022,1900-01-01 11:00:00,19.631795120871534,0.243050165947664,36.185939915753536,48.48310623487136,26.175820346142064,sunny,4.771511061978367,11,12.29716631911782,Morning
27-09-2022,1900-01-01 17:00:00,19.930515090447333,0.015442674150920006,35.625100073436386,47.295110271976164,23.57970752826911,sunny,0.30778045020177214,17,11.670010198539778,Evening
21-09-2022,1900-01-01 17:00:00,18.60401054213888,1.1164381779907353,35.40371852732422,51.75956698269957,36.362469171984834,little sunny,20.770227632985964,17,16.355848455375344,Evening
19-09-2022,1900-01-01 12:00:00,18.772698534872873,0.07600363831865255,38.31703395337923,49.11605004694768,25.723442770814046,sunny,1.4267933897095764,12,10.799016093568447,Afternoon
07-09-2022,1900-01-01 16:00:00,19.888291119522368,0.029636132599304126,35.191461748811854,54.774009335872805,87.17835350029793,rainy,0.5894120327917276,16,19.58254758706095,Evening
17-09-2022,1900-01-01 10:00:00,20.484291393479563,2.2170339902289777,33.666747586025245,46.356474417527124,33.03225254683198,little sunny,45.4143702850991,10,12.68972683150188,Morning
03-09-2022,1900-01-01 11:00:00,18.507630386192176,0.11090688352564225,29.949110255425765,48.29318325400618,63.32483124351346,cloudy,2.0526236075770528,11,18.344072998580415,Morning
03-09-2022,1900-01-01 13:00:00,18.193576491760467,0.052680626187107275,34.80479201564101,54.82785122769545,62.74167001640446,cloudy,0.9584490021689758,13,20.023059212054434,Afternoon
04-09-2022,1900-01-01 15:00:00,18.41726573923391,0.01,38.07211643584348,58.428040885982874,85.23498156301828,rainy,0.1841726573923391,15,20.35592445013939,Evening
16-09-2022,1900-01-01 12:00:00,20.731794132260337,3.006052496408877,37.61606647684743,49.55662772104692,32.06346036324385,little sunny,62.32086150631609,12,11.940561244199493,Afternoon
17-09-2022,1900-01-01 17:00:00,18.647750197852584,1.1786059960060746,35.179777035623026,47.11807411378507,32.37861834503175,little sunny,21.97835019521252,17,11.938297078162044,Evening
13-09-2022,1900-01-01 17:00:00,19.961065480330053,0.01,35.24216091126334,46.94285797916133,84.9894413504348,rainy,0.19961065480330054,17,11.700697067897991,Evening
17-09-2022,1900-01-01 13:00:00,19.8662435371838,2.043710368951899,38.784219282539915,51.991493265574654,32.393941464406716,little sunny,40.60084790906618,13,13.207273983034739,Afternoon
03-09-2022,1900-01-01 16:00:00,19.862500090007284,0.07765197311204192,33.26832359290823,53.615640428608764,68.19241740374015,cloudy,1.5423623229271757,16,20.347316835700532,Evening
18-09-2022,1900-01-01 16:00:00,20.67332780900978,1.3694246102761074,36.34427560908736,57.71085319512529,35.710421254949765,little sunny,28.310563877963432,16,21.366577586037927,Evening
29-09-2022,1900-01-01 10:00:00,19.426300760748354,0.1506686394078203,35.17971908966112,53.753688497622406,27.189946807269514,sunny,2.926934304349059,10,18.573969407961286,Morning
10-09-2022,1900-01-01 13:00:00,17.881835042451584,0.1139375703733181,36.26334544062521,55.42282498624369,78.17089693551007,cloudy,2.037412838553393,13,19.15947954561848,Afternoon
15-09-2022,1900-01-01 13:00:00,17.891509230517304,0.01,35.82177978978443,55.42805450700333,75.49768292927321,cloudy,0.17891509230517305,13,19.606274717218902,Afternoon
02-09-2022,1900-01-01 14:00:00,17.613975906026933,0.01,34.874262024003,54.70699183465082,68.6900665505697,cloudy,0.17613975906026932,14,19.83272981064782,Afternoon
23-09-2022,1900-01-01 15:00:00,19.829509597310402,0.9332181299920603,35.55855633081315,54.74577720493424,38.391225845926954,little sunny,18.505257865061626,15,19.187220874121095,Evening
23-09-2022,1900-01-01 12:00:00,20.820110195554122,2.924134005344977,28.44636424731338,48.01774867739467,34.58957168016799,little sunny,60.88079221784947,12,19.57138443008129,Afternoon
14-09-2022,1900-01-01 15:00:00,18.68108573310236,0.01,35.200867330467545,54.69028851133534,64.41625271232662,cloudy,0.18681085733102362,15,19.489421180867794,Evening
03-09-2022,1900-01-01 16:00:00,19.8648058436709,0.24856075366635347,32.81937496450462,54.224308624381884,67.73188166467692,cloudy,4.9376111119386215,16,21.404933659877265,Evening
17-09-2022,1900-01-01 14:00:00,19.80981024462751,0.44626457963960453,38.50446371728936,57.44730801495863,32.44350262877873,little sunny,8.840416641559028,14,18.942844297669268,Afternoon
04-09-2022,1900-01-01 17:00:00,19.95143953318163,0.01,34.544932002994656,47.225760603924705,85.51734628237638,rainy,0.1995143953318163,17,12.680828600930049,Evening
01-09-2022,1900-01-01 11:00:00,18.547834076896887,0.2851664734050876,35.35485999375499,47.95797021116909,92.7334684822972,rainy,5.289220433011394,11,12.603110217414098,Morning
30-09-2022,1900-01-01 11:00:00,19.702770933191754,0.34443160109871634,34.732286777009634,54.538727921838415,30.168495711241615,sunny,6.786256938600485,11,19.80644114482878,Morning
25-09-2022,1900-01-01 13:00:00,17.75937242203408,0.10085755377081654,39.4047810701837,50.90959104840172,26.064922346530654,sunny,1.7911668589912586,13,11.50480997821802,Afternoon
